Sample ID,Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m),Image
Sample-1966,140,340,2.807,180,250,6.62,0.2,0.269,Sample-1966_image.tif
Sample-1967,140,340,2.807,180,250,8,0.1,0.119,Sample-1967_image.tif
Sample-1968,140,340,2.807,180,250,8,0.2,0.28,Sample-1968_image.tif
Sample-1969,140,340,2.807,180,300,1.3,0.1,0.154,Sample-1969_image.tif
Sample-196,100,180,3.88,70,103,1.79,0.2,0.463,Sample-196_image.tif
Sample-1970,140,340,2.807,180,300,1.3,0.2,0.356,Sample-1970_image.tif
Sample-1971,140,340,2.807,180,300,1.79,0.1,0.162,Sample-1971_image.tif
Sample-1972,140,340,2.807,180,300,1.79,0.2,0.267,Sample-1972_image.tif
Sample-1973,140,340,2.807,180,300,6.62,0.1,0.222,Sample-1973_image.tif
Sample-1974,140,340,2.807,180,300,6.62,0.2,0.219,Sample-1974_image.tif
Sample-1975,140,340,2.807,180,300,8,0.1,0.154,Sample-1975_image.tif
Sample-1976,140,340,2.807,180,300,8,0.2,0.396,Sample-1976_image.tif
Sample-1977,140,340,2.807,180,70,1.3,0.1,0.126,Sample-1977_image.tif
Sample-1978,140,340,2.807,180,70,1.3,0.2,0.227,Sample-1978_image.tif
Sample-1979,140,340,2.807,180,70,1.79,0.1,0.1,Sample-1979_image.tif
Sample-197,100,180,3.88,70,103,6.62,0.1,0.239,Sample-197_image.tif
Sample-1980,140,340,2.807,180,70,1.79,0.2,0.383,Sample-1980_image.tif
Sample-1981,140,340,2.807,180,70,6.62,0.1,0.093,Sample-1981_image.tif
Sample-1982,140,340,2.807,180,70,6.62,0.2,0.214,Sample-1982_image.tif
Sample-1983,140,340,2.807,180,70,8,0.1,0.136,Sample-1983_image.tif
Sample-1984,140,340,2.807,180,70,8,0.2,0.253,Sample-1984_image.tif
Sample-1985,140,340,2.807,70,103,1.3,0.1,-0.023,Sample-1985_image.tif
Sample-1986,140,340,2.807,70,103,1.3,0.2,0.118,Sample-1986_image.tif
Sample-1987,140,340,2.807,70,103,1.79,0.1,0.079,Sample-1987_image.tif
Sample-1988,140,340,2.807,70,103,1.79,0.2,0.089,Sample-1988_image.tif
Sample-1989,140,340,2.807,70,103,6.62,0.1,0,Sample-1989_image.tif
Sample-198,100,180,3.88,70,103,6.62,0.2,0.332,Sample-198_image.tif
Sample-1990,140,340,2.807,70,103,6.62,0.2,-0.044,Sample-1990_image.tif
Sample-1991,140,340,2.807,70,103,8,0.1,0.067,Sample-1991_image.tif
Sample-1992,140,340,2.807,70,103,8,0.2,0.027,Sample-1992_image.tif
Sample-1993,140,340,2.807,70,250,1.3,0.1,0.093,Sample-1993_image.tif
Sample-1994,140,340,2.807,70,250,1.3,0.2,0.111,Sample-1994_image.tif
Sample-1995,140,340,2.807,70,250,1.79,0.1,0.033,Sample-1995_image.tif
Sample-1996,140,340,2.807,70,250,1.79,0.2,0.181,Sample-1996_image.tif
Sample-1997,140,340,2.807,70,250,6.62,0.1,0.011,Sample-1997_image.tif
Sample-1998,140,340,2.807,70,250,6.62,0.2,0.224,Sample-1998_image.tif
Sample-1999,140,340,2.807,70,250,8,0.1,0.147,Sample-1999_image.tif
Sample-199,100,180,3.88,70,103,8,0.1,0.313,Sample-199_image.tif
Sample-19,100,180,2.807,150,300,1.79,0.1,0.194,Sample-19_image.tif
Sample-1,100,180,2.807,150,103,1.3,0.1,0.316,Sample-1_image.tif
Sample-2000,140,340,2.807,70,250,8,0.2,0.078,Sample-2000_image.tif
Sample-2001,140,340,2.807,70,300,1.3,0.1,0.078,Sample-2001_image.tif
Sample-2002,140,340,2.807,70,300,1.3,0.2,0.2,Sample-2002_image.tif
Sample-2003,140,340,2.807,70,300,1.79,0.1,0.031,Sample-2003_image.tif
Sample-2004,140,340,2.807,70,300,1.79,0.2,-0.085,Sample-2004_image.tif
Sample-2005,140,340,2.807,70,300,6.62,0.1,0.094,Sample-2005_image.tif
Sample-2006,140,340,2.807,70,300,6.62,0.2,0.112,Sample-2006_image.tif
Sample-2007,140,340,2.807,70,300,8,0.1,0.02,Sample-2007_image.tif
Sample-2008,140,340,2.807,70,300,8,0.2,-0.05,Sample-2008_image.tif
Sample-2009,140,340,2.807,70,70,1.3,0.1,-0.053,Sample-2009_image.tif
Sample-200,100,180,3.88,70,103,8,0.2,0.468,Sample-200_image.tif
Sample-2010,140,340,2.807,70,70,1.3,0.2,0.101,Sample-2010_image.tif
Sample-2011,140,340,2.807,70,70,1.79,0.1,-0.052,Sample-2011_image.tif
Sample-2012,140,340,2.807,70,70,1.79,0.2,0.017,Sample-2012_image.tif
Sample-2013,140,340,2.807,70,70,6.62,0.1,-0.027,Sample-2013_image.tif
Sample-2014,140,340,2.807,70,70,6.62,0.2,0.059,Sample-2014_image.tif
Sample-2015,140,340,2.807,70,70,8,0.1,-0.008,Sample-2015_image.tif
Sample-2016,140,340,2.807,70,70,8,0.2,0.029,Sample-2016_image.tif
Sample-2017,140,340,2.807,90,103,1.3,0.1,0.016,Sample-2017_image.tif
Sample-2018,140,340,2.807,90,103,1.3,0.2,0.122,Sample-2018_image.tif
Sample-2019,140,340,2.807,90,103,1.79,0.1,0.038,Sample-2019_image.tif
Sample-201,100,180,3.88,70,250,1.3,0.1,0.146,Sample-201_image.tif
Sample-2020,140,340,2.807,90,103,1.79,0.2,0.186,Sample-2020_image.tif
Sample-2021,140,340,2.807,90,103,6.62,0.1,0.031,Sample-2021_image.tif
Sample-2022,140,340,2.807,90,103,6.62,0.2,0.115,Sample-2022_image.tif
Sample-2023,140,340,2.807,90,103,8,0.1,0.061,Sample-2023_image.tif
Sample-2024,140,340,2.807,90,103,8,0.2,0.15,Sample-2024_image.tif
Sample-2025,140,340,2.807,90,250,1.3,0.1,0.094,Sample-2025_image.tif
Sample-2026,140,340,2.807,90,250,1.3,0.2,0.215,Sample-2026_image.tif
Sample-2027,140,340,2.807,90,250,1.79,0.1,0.005,Sample-2027_image.tif
Sample-2028,140,340,2.807,90,250,1.79,0.2,0.225,Sample-2028_image.tif
Sample-2029,140,340,2.807,90,250,6.62,0.1,0.129,Sample-2029_image.tif
Sample-202,100,180,3.88,70,250,1.3,0.2,0.373,Sample-202_image.tif
Sample-2030,140,340,2.807,90,250,6.62,0.2,0.031,Sample-2030_image.tif
Sample-2031,140,340,2.807,90,250,8,0.1,0.192,Sample-2031_image.tif
Sample-2032,140,340,2.807,90,250,8,0.2,0.321,Sample-2032_image.tif
Sample-2033,140,340,2.807,90,300,1.3,0.1,0.047,Sample-2033_image.tif
Sample-2034,140,340,2.807,90,300,1.3,0.2,0.139,Sample-2034_image.tif
Sample-2035,140,340,2.807,90,300,1.79,0.1,0.017,Sample-2035_image.tif
Sample-2036,140,340,2.807,90,300,1.79,0.2,0.031,Sample-2036_image.tif
Sample-2037,140,340,2.807,90,300,6.62,0.1,0.103,Sample-2037_image.tif
Sample-2038,140,340,2.807,90,300,6.62,0.2,0.007,Sample-2038_image.tif
Sample-2039,140,340,2.807,90,300,8,0.1,0.078,Sample-2039_image.tif
Sample-203,100,180,3.88,70,250,1.79,0.1,0.223,Sample-203_image.tif
Sample-2040,140,340,2.807,90,300,8,0.2,0.09,Sample-2040_image.tif
Sample-2041,140,340,2.807,90,70,1.3,0.1,-0.028,Sample-2041_image.tif
Sample-2042,140,340,2.807,90,70,1.3,0.2,0.102,Sample-2042_image.tif
Sample-2043,140,340,2.807,90,70,1.79,0.1,0.009,Sample-2043_image.tif
Sample-2044,140,340,2.807,90,70,1.79,0.2,0.085,Sample-2044_image.tif
Sample-2045,140,340,2.807,90,70,6.62,0.1,0.038,Sample-2045_image.tif
Sample-2046,140,340,2.807,90,70,6.62,0.2,0.122,Sample-2046_image.tif
Sample-2047,140,340,2.807,90,70,8,0.1,0.045,Sample-2047_image.tif
Sample-2048,140,340,2.807,90,70,8,0.2,0.109,Sample-2048_image.tif
Sample-2049,140,340,3.88,150,103,1.3,0.1,0.075,Sample-2049_image.tif
Sample-204,100,180,3.88,70,250,1.79,0.2,0.418,Sample-204_image.tif
Sample-2050,140,340,3.88,150,103,1.3,0.2,0.191,Sample-2050_image.tif
Sample-2051,140,340,3.88,150,103,1.79,0.1,0.037,Sample-2051_image.tif
Sample-2052,140,340,3.88,150,103,1.79,0.2,0.217,Sample-2052_image.tif
Sample-2053,140,340,3.88,150,103,6.62,0.1,0.107,Sample-2053_image.tif
Sample-2054,140,340,3.88,150,103,6.62,0.2,0.166,Sample-2054_image.tif
Sample-2055,140,340,3.88,150,103,8,0.1,0.055,Sample-2055_image.tif
Sample-2056,140,340,3.88,150,103,8,0.2,0.23,Sample-2056_image.tif
Sample-2057,140,340,3.88,150,250,1.3,0.1,0.149,Sample-2057_image.tif
Sample-2058,140,340,3.88,150,250,1.3,0.2,0.256,Sample-2058_image.tif
Sample-2059,140,340,3.88,150,250,1.79,0.1,0.077,Sample-2059_image.tif
Sample-205,100,180,3.88,70,250,6.62,0.1,-0.033,Sample-205_image.tif
Sample-2060,140,340,3.88,150,250,1.79,0.2,0.225,Sample-2060_image.tif
Sample-2061,140,340,3.88,150,250,6.62,0.1,0.088,Sample-2061_image.tif
Sample-2062,140,340,3.88,150,250,6.62,0.2,0.392,Sample-2062_image.tif
Sample-2063,140,340,3.88,150,250,8,0.1,0.146,Sample-2063_image.tif
Sample-2064,140,340,3.88,150,250,8,0.2,0.248,Sample-2064_image.tif
Sample-2065,140,340,3.88,150,300,1.3,0.1,0.157,Sample-2065_image.tif
Sample-2066,140,340,3.88,150,300,1.3,0.2,0.357,Sample-2066_image.tif
Sample-2067,140,340,3.88,150,300,1.79,0.1,0.103,Sample-2067_image.tif
Sample-2068,140,340,3.88,150,300,1.79,0.2,0.283,Sample-2068_image.tif
Sample-2069,140,340,3.88,150,300,6.62,0.1,0.134,Sample-2069_image.tif
Sample-206,100,180,3.88,70,250,6.62,0.2,0.372,Sample-206_image.tif
Sample-2070,140,340,3.88,150,300,6.62,0.2,0.337,Sample-2070_image.tif
Sample-2071,140,340,3.88,150,300,8,0.1,0.171,Sample-2071_image.tif
Sample-2072,140,340,3.88,150,300,8,0.2,0.332,Sample-2072_image.tif
Sample-2073,140,340,3.88,150,70,1.3,0.1,0.014,Sample-2073_image.tif
Sample-2074,140,340,3.88,150,70,1.3,0.2,0.235,Sample-2074_image.tif
Sample-2075,140,340,3.88,150,70,1.79,0.1,0.031,Sample-2075_image.tif
Sample-2076,140,340,3.88,150,70,1.79,0.2,0.264,Sample-2076_image.tif
Sample-2077,140,340,3.88,150,70,6.62,0.1,0.135,Sample-2077_image.tif
Sample-2078,140,340,3.88,150,70,6.62,0.2,0.118,Sample-2078_image.tif
Sample-2079,140,340,3.88,150,70,8,0.1,0.161,Sample-2079_image.tif
Sample-207,100,180,3.88,70,250,8,0.1,0.207,Sample-207_image.tif
Sample-2080,140,340,3.88,150,70,8,0.2,0.178,Sample-2080_image.tif
Sample-2081,140,340,3.88,180,103,1.3,0.1,0.127,Sample-2081_image.tif
Sample-2082,140,340,3.88,180,103,1.3,0.2,0.256,Sample-2082_image.tif
Sample-2083,140,340,3.88,180,103,1.79,0.1,0.157,Sample-2083_image.tif
Sample-2084,140,340,3.88,180,103,1.79,0.2,0.099,Sample-2084_image.tif
Sample-2085,140,340,3.88,180,103,6.62,0.1,0.043,Sample-2085_image.tif
Sample-2086,140,340,3.88,180,103,6.62,0.2,0.211,Sample-2086_image.tif
Sample-2087,140,340,3.88,180,103,8,0.1,0.084,Sample-2087_image.tif
Sample-2088,140,340,3.88,180,103,8,0.2,0.249,Sample-2088_image.tif
Sample-2089,140,340,3.88,180,250,1.3,0.1,0.136,Sample-2089_image.tif
Sample-208,100,180,3.88,70,250,8,0.2,0.423,Sample-208_image.tif
Sample-2090,140,340,3.88,180,250,1.3,0.2,0.235,Sample-2090_image.tif
Sample-2091,140,340,3.88,180,250,1.79,0.1,0.149,Sample-2091_image.tif
Sample-2092,140,340,3.88,180,250,1.79,0.2,0.335,Sample-2092_image.tif
Sample-2093,140,340,3.88,180,250,6.62,0.1,0.099,Sample-2093_image.tif
Sample-2094,140,340,3.88,180,250,6.62,0.2,0.23,Sample-2094_image.tif
Sample-2095,140,340,3.88,180,250,8,0.1,0.114,Sample-2095_image.tif
Sample-2096,140,340,3.88,180,250,8,0.2,0.247,Sample-2096_image.tif
Sample-2097,140,340,3.88,180,300,1.3,0.1,0.2,Sample-2097_image.tif
Sample-2098,140,340,3.88,180,300,1.3,0.2,0.346,Sample-2098_image.tif
Sample-2099,140,340,3.88,180,300,1.79,0.1,0.136,Sample-2099_image.tif
Sample-209,100,180,3.88,70,300,1.3,0.1,0.02,Sample-209_image.tif
Sample-20,100,180,2.807,150,300,1.79,0.2,0.287,Sample-20_image.tif
Sample-2100,140,340,3.88,180,300,1.79,0.2,0.198,Sample-2100_image.tif
Sample-2101,140,340,3.88,180,300,6.62,0.1,0.067,Sample-2101_image.tif
Sample-2102,140,340,3.88,180,300,6.62,0.2,0.279,Sample-2102_image.tif
Sample-2103,140,340,3.88,180,300,8,0.1,0.107,Sample-2103_image.tif
Sample-2104,140,340,3.88,180,300,8,0.2,0.291,Sample-2104_image.tif
Sample-2105,140,340,3.88,180,70,1.3,0.1,0.203,Sample-2105_image.tif
Sample-2106,140,340,3.88,180,70,1.3,0.2,0.217,Sample-2106_image.tif
Sample-2107,140,340,3.88,180,70,1.79,0.1,0.161,Sample-2107_image.tif
Sample-2108,140,340,3.88,180,70,1.79,0.2,0.196,Sample-2108_image.tif
Sample-2109,140,340,3.88,180,70,6.62,0.1,0.177,Sample-2109_image.tif
Sample-210,100,180,3.88,70,300,1.3,0.2,0.238,Sample-210_image.tif
Sample-2110,140,340,3.88,180,70,6.62,0.2,0.207,Sample-2110_image.tif
Sample-2111,140,340,3.88,180,70,8,0.1,0.193,Sample-2111_image.tif
Sample-2112,140,340,3.88,180,70,8,0.2,0.23,Sample-2112_image.tif
Sample-2113,140,340,3.88,70,103,1.3,0.1,0.02,Sample-2113_image.tif
Sample-2114,140,340,3.88,70,103,1.3,0.2,0.118,Sample-2114_image.tif
Sample-2115,140,340,3.88,70,103,1.79,0.1,0.016,Sample-2115_image.tif
Sample-2116,140,340,3.88,70,103,1.79,0.2,0.139,Sample-2116_image.tif
Sample-2117,140,340,3.88,70,103,6.62,0.1,0.074,Sample-2117_image.tif
Sample-2118,140,340,3.88,70,103,6.62,0.2,0.196,Sample-2118_image.tif
Sample-2119,140,340,3.88,70,103,8,0.1,-0.006,Sample-2119_image.tif
Sample-211,100,180,3.88,70,300,1.79,0.1,0.162,Sample-211_image.tif
Sample-2120,140,340,3.88,70,103,8,0.2,0.057,Sample-2120_image.tif
Sample-2121,140,340,3.88,70,250,1.3,0.1,0.071,Sample-2121_image.tif
Sample-2122,140,340,3.88,70,250,1.3,0.2,0.141,Sample-2122_image.tif
Sample-2123,140,340,3.88,70,250,1.79,0.1,-0.077,Sample-2123_image.tif
Sample-2124,140,340,3.88,70,250,1.79,0.2,0.055,Sample-2124_image.tif
Sample-2125,140,340,3.88,70,250,6.62,0.1,0.095,Sample-2125_image.tif
Sample-2126,140,340,3.88,70,250,6.62,0.2,0.096,Sample-2126_image.tif
Sample-2127,140,340,3.88,70,250,8,0.1,0.099,Sample-2127_image.tif
Sample-2128,140,340,3.88,70,250,8,0.2,0.1,Sample-2128_image.tif
Sample-2129,140,340,3.88,70,300,1.3,0.1,-0.004,Sample-2129_image.tif
Sample-212,100,180,3.88,70,300,1.79,0.2,0.32,Sample-212_image.tif
Sample-2130,140,340,3.88,70,300,1.3,0.2,-0.093,Sample-2130_image.tif
Sample-2131,140,340,3.88,70,300,1.79,0.1,0.038,Sample-2131_image.tif
Sample-2132,140,340,3.88,70,300,1.79,0.2,-0.051,Sample-2132_image.tif
Sample-2133,140,340,3.88,70,300,6.62,0.1,0.082,Sample-2133_image.tif
Sample-2134,140,340,3.88,70,300,6.62,0.2,-0.146,Sample-2134_image.tif
Sample-2135,140,340,3.88,70,300,8,0.1,0.019,Sample-2135_image.tif
Sample-2136,140,340,3.88,70,300,8,0.2,0.006,Sample-2136_image.tif
Sample-2137,140,340,3.88,70,70,1.3,0.1,-0.038,Sample-2137_image.tif
Sample-2138,140,340,3.88,70,70,1.3,0.2,-0.006,Sample-2138_image.tif
Sample-2139,140,340,3.88,70,70,1.79,0.1,0.082,Sample-2139_image.tif
Sample-213,100,180,3.88,70,300,6.62,0.1,0.123,Sample-213_image.tif
Sample-2140,140,340,3.88,70,70,1.79,0.2,0.053,Sample-2140_image.tif
Sample-2141,140,340,3.88,70,70,6.62,0.1,-0.024,Sample-2141_image.tif
Sample-2142,140,340,3.88,70,70,6.62,0.2,0.09,Sample-2142_image.tif
Sample-2143,140,340,3.88,70,70,8,0.1,-0.027,Sample-2143_image.tif
Sample-2144,140,340,3.88,70,70,8,0.2,0.244,Sample-2144_image.tif
Sample-2145,140,340,3.88,90,103,1.3,0.1,0.003,Sample-2145_image.tif
Sample-2146,140,340,3.88,90,103,1.3,0.2,0.125,Sample-2146_image.tif
Sample-2147,140,340,3.88,90,103,1.79,0.1,0.077,Sample-2147_image.tif
Sample-2148,140,340,3.88,90,103,1.79,0.2,0.173,Sample-2148_image.tif
Sample-2149,140,340,3.88,90,103,6.62,0.1,-0.032,Sample-2149_image.tif
Sample-214,100,180,3.88,70,300,6.62,0.2,0.321,Sample-214_image.tif
Sample-2150,140,340,3.88,90,103,6.62,0.2,0.14,Sample-2150_image.tif
Sample-2151,140,340,3.88,90,103,8,0.1,0.074,Sample-2151_image.tif
Sample-2152,140,340,3.88,90,103,8,0.2,0.125,Sample-2152_image.tif
Sample-2153,140,340,3.88,90,250,1.3,0.1,0.056,Sample-2153_image.tif
Sample-2154,140,340,3.88,90,250,1.3,0.2,0.19,Sample-2154_image.tif
Sample-2155,140,340,3.88,90,250,1.79,0.1,0.142,Sample-2155_image.tif
Sample-2156,140,340,3.88,90,250,1.79,0.2,0.221,Sample-2156_image.tif
Sample-2157,140,340,3.88,90,250,6.62,0.1,0.074,Sample-2157_image.tif
Sample-2158,140,340,3.88,90,250,6.62,0.2,0.254,Sample-2158_image.tif
Sample-2159,140,340,3.88,90,250,8,0.1,0.022,Sample-2159_image.tif
Sample-215,100,180,3.88,70,300,8,0.1,0.13,Sample-215_image.tif
Sample-2160,140,340,3.88,90,250,8,0.2,0.318,Sample-2160_image.tif
Sample-2161,140,340,3.88,90,300,1.3,0.1,0.111,Sample-2161_image.tif
Sample-2162,140,340,3.88,90,300,1.3,0.2,0.211,Sample-2162_image.tif
Sample-2163,140,340,3.88,90,300,1.79,0.1,0.002,Sample-2163_image.tif
Sample-2164,140,340,3.88,90,300,1.79,0.2,0.071,Sample-2164_image.tif
Sample-2165,140,340,3.88,90,300,6.62,0.1,0.031,Sample-2165_image.tif
Sample-2166,140,340,3.88,90,300,6.62,0.2,0.256,Sample-2166_image.tif
Sample-2167,140,340,3.88,90,300,8,0.1,0.028,Sample-2167_image.tif
Sample-2168,140,340,3.88,90,300,8,0.2,0.136,Sample-2168_image.tif
Sample-2169,140,340,3.88,90,70,1.3,0.1,0.054,Sample-2169_image.tif
Sample-216,100,180,3.88,70,300,8,0.2,0.305,Sample-216_image.tif
Sample-2170,140,340,3.88,90,70,1.3,0.2,0.129,Sample-2170_image.tif
Sample-2171,140,340,3.88,90,70,1.79,0.1,0.008,Sample-2171_image.tif
Sample-2172,140,340,3.88,90,70,1.79,0.2,0.125,Sample-2172_image.tif
Sample-2173,140,340,3.88,90,70,6.62,0.1,0.055,Sample-2173_image.tif
Sample-2174,140,340,3.88,90,70,6.62,0.2,0.089,Sample-2174_image.tif
Sample-2175,140,340,3.88,90,70,8,0.1,0.005,Sample-2175_image.tif
Sample-2176,140,340,3.88,90,70,8,0.2,0.137,Sample-2176_image.tif
Sample-2177,140,340,4.812,150,103,1.3,0.1,0.122,Sample-2177_image.tif
Sample-2178,140,340,4.812,150,103,1.3,0.2,0.154,Sample-2178_image.tif
Sample-2179,140,340,4.812,150,103,1.79,0.1,0.036,Sample-2179_image.tif
Sample-217,100,180,3.88,70,70,1.3,0.1,0.275,Sample-217_image.tif
Sample-2180,140,340,4.812,150,103,1.79,0.2,0.113,Sample-2180_image.tif
Sample-2181,140,340,4.812,150,103,6.62,0.1,0.058,Sample-2181_image.tif
Sample-2182,140,340,4.812,150,103,6.62,0.2,0.192,Sample-2182_image.tif
Sample-2183,140,340,4.812,150,103,8,0.1,0.07,Sample-2183_image.tif
Sample-2184,140,340,4.812,150,103,8,0.2,0.218,Sample-2184_image.tif
Sample-2185,140,340,4.812,150,250,1.3,0.1,0.075,Sample-2185_image.tif
Sample-2186,140,340,4.812,150,250,1.3,0.2,0.349,Sample-2186_image.tif
Sample-2187,140,340,4.812,150,250,1.79,0.1,0.134,Sample-2187_image.tif
Sample-2188,140,340,4.812,150,250,1.79,0.2,0.334,Sample-2188_image.tif
Sample-2189,140,340,4.812,150,250,6.62,0.1,0.163,Sample-2189_image.tif
Sample-218,100,180,3.88,70,70,1.3,0.2,0.416,Sample-218_image.tif
Sample-2190,140,340,4.812,150,250,6.62,0.2,0.257,Sample-2190_image.tif
Sample-2191,140,340,4.812,150,250,8,0.1,0.134,Sample-2191_image.tif
Sample-2192,140,340,4.812,150,250,8,0.2,0.257,Sample-2192_image.tif
Sample-2193,140,340,4.812,150,300,1.3,0.1,0.158,Sample-2193_image.tif
Sample-2194,140,340,4.812,150,300,1.3,0.2,0.231,Sample-2194_image.tif
Sample-2195,140,340,4.812,150,300,1.79,0.1,0.087,Sample-2195_image.tif
Sample-2196,140,340,4.812,150,300,1.79,0.2,0.117,Sample-2196_image.tif
Sample-2197,140,340,4.812,150,300,6.62,0.1,0.145,Sample-2197_image.tif
Sample-2198,140,340,4.812,150,300,6.62,0.2,0.329,Sample-2198_image.tif
Sample-2199,140,340,4.812,150,300,8,0.1,0.129,Sample-2199_image.tif
Sample-219,100,180,3.88,70,70,1.79,0.1,0.134,Sample-219_image.tif
Sample-21,100,180,2.807,150,300,6.62,0.1,0.333,Sample-21_image.tif
Sample-2200,140,340,4.812,150,300,8,0.2,0.322,Sample-2200_image.tif
Sample-2201,140,340,4.812,150,70,1.3,0.1,0.068,Sample-2201_image.tif
Sample-2202,140,340,4.812,150,70,1.3,0.2,0.157,Sample-2202_image.tif
Sample-2203,140,340,4.812,150,70,1.79,0.1,0.047,Sample-2203_image.tif
Sample-2204,140,340,4.812,150,70,1.79,0.2,0.224,Sample-2204_image.tif
Sample-2205,140,340,4.812,150,70,6.62,0.1,0.106,Sample-2205_image.tif
Sample-2206,140,340,4.812,150,70,6.62,0.2,0.196,Sample-2206_image.tif
Sample-2207,140,340,4.812,150,70,8,0.1,0.039,Sample-2207_image.tif
Sample-2208,140,340,4.812,150,70,8,0.2,0.099,Sample-2208_image.tif
Sample-2209,140,340,4.812,180,103,1.3,0.1,0.142,Sample-2209_image.tif
Sample-220,100,180,3.88,70,70,1.79,0.2,0.303,Sample-220_image.tif
Sample-2210,140,340,4.812,180,103,1.3,0.2,0.19,Sample-2210_image.tif
Sample-2211,140,340,4.812,180,103,1.79,0.1,0.102,Sample-2211_image.tif
Sample-2212,140,340,4.812,180,103,1.79,0.2,0.389,Sample-2212_image.tif
Sample-2213,140,340,4.812,180,103,6.62,0.1,0.112,Sample-2213_image.tif
Sample-2214,140,340,4.812,180,103,6.62,0.2,0.264,Sample-2214_image.tif
Sample-2215,140,340,4.812,180,103,8,0.1,0.104,Sample-2215_image.tif
Sample-2216,140,340,4.812,180,103,8,0.2,0.22,Sample-2216_image.tif
Sample-2217,140,340,4.812,180,250,1.3,0.1,0.174,Sample-2217_image.tif
Sample-2218,140,340,4.812,180,250,1.3,0.2,0.315,Sample-2218_image.tif
Sample-2219,140,340,4.812,180,250,1.79,0.1,0.1,Sample-2219_image.tif
Sample-221,100,180,3.88,70,70,6.62,0.1,0.157,Sample-221_image.tif
Sample-2220,140,340,4.812,180,250,1.79,0.2,0.157,Sample-2220_image.tif
Sample-2221,140,340,4.812,180,250,6.62,0.1,0.168,Sample-2221_image.tif
Sample-2222,140,340,4.812,180,250,6.62,0.2,0.243,Sample-2222_image.tif
Sample-2223,140,340,4.812,180,250,8,0.1,0.118,Sample-2223_image.tif
Sample-2224,140,340,4.812,180,250,8,0.2,0.257,Sample-2224_image.tif
Sample-2225,140,340,4.812,180,300,1.3,0.1,0.147,Sample-2225_image.tif
Sample-2226,140,340,4.812,180,300,1.3,0.2,0.3,Sample-2226_image.tif
Sample-2227,140,340,4.812,180,300,1.79,0.1,0.15,Sample-2227_image.tif
Sample-2228,140,340,4.812,180,300,1.79,0.2,0.37,Sample-2228_image.tif
Sample-2229,140,340,4.812,180,300,6.62,0.1,0.12,Sample-2229_image.tif
Sample-222,100,180,3.88,70,70,6.62,0.2,0.239,Sample-222_image.tif
Sample-2230,140,340,4.812,180,300,6.62,0.2,0.266,Sample-2230_image.tif
Sample-2231,140,340,4.812,180,300,8,0.1,0.205,Sample-2231_image.tif
Sample-2232,140,340,4.812,180,300,8,0.2,0.297,Sample-2232_image.tif
Sample-2233,140,340,4.812,180,70,1.3,0.1,0.114,Sample-2233_image.tif
Sample-2234,140,340,4.812,180,70,1.3,0.2,0.318,Sample-2234_image.tif
Sample-2235,140,340,4.812,180,70,1.79,0.1,0.104,Sample-2235_image.tif
Sample-2236,140,340,4.812,180,70,1.79,0.2,0.216,Sample-2236_image.tif
Sample-2237,140,340,4.812,180,70,6.62,0.1,0.107,Sample-2237_image.tif
Sample-2238,140,340,4.812,180,70,6.62,0.2,0.221,Sample-2238_image.tif
Sample-2239,140,340,4.812,180,70,8,0.1,0.084,Sample-2239_image.tif
Sample-223,100,180,3.88,70,70,8,0.1,0.236,Sample-223_image.tif
Sample-2240,140,340,4.812,180,70,8,0.2,0.187,Sample-2240_image.tif
Sample-2241,140,340,4.812,70,103,1.3,0.1,0.027,Sample-2241_image.tif
Sample-2242,140,340,4.812,70,103,1.3,0.2,0.125,Sample-2242_image.tif
Sample-2243,140,340,4.812,70,103,1.79,0.1,-0.02,Sample-2243_image.tif
Sample-2244,140,340,4.812,70,103,1.79,0.2,0.183,Sample-2244_image.tif
Sample-2245,140,340,4.812,70,103,6.62,0.1,-0.002,Sample-2245_image.tif
Sample-2246,140,340,4.812,70,103,6.62,0.2,0.235,Sample-2246_image.tif
Sample-2247,140,340,4.812,70,103,8,0.1,0.073,Sample-2247_image.tif
Sample-2248,140,340,4.812,70,103,8,0.2,0.03,Sample-2248_image.tif
Sample-2249,140,340,4.812,70,250,1.3,0.1,0.002,Sample-2249_image.tif
Sample-224,100,180,3.88,70,70,8,0.2,0.363,Sample-224_image.tif
Sample-2250,140,340,4.812,70,250,1.3,0.2,0.238,Sample-2250_image.tif
Sample-2251,140,340,4.812,70,250,1.79,0.1,0.014,Sample-2251_image.tif
Sample-2252,140,340,4.812,70,250,1.79,0.2,0.167,Sample-2252_image.tif
Sample-2253,140,340,4.812,70,250,6.62,0.1,0.011,Sample-2253_image.tif
