Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m)
100,260,4.812,150,70,1.79,0.2,0.418
100,260,4.812,150,70,6.62,0.1,0.266
100,180,2.807,70,103,1.3,0.2,0.357
100,260,4.812,150,70,6.62,0.2,0.484
100,260,4.812,150,70,8,0.1,0.271
100,260,4.812,150,70,8,0.2,0.449
100,260,4.812,180,103,1.3,0.1,-0.075
100,260,4.812,180,103,1.3,0.2,0.366
100,260,4.812,180,103,1.79,0.1,-0.008
100,260,4.812,180,103,1.79,0.2,0.026
100,260,4.812,180,103,6.62,0.1,-0.043
100,260,4.812,180,103,6.62,0.2,0.018
100,260,4.812,180,103,8,0.1,-0.013
100,180,2.807,70,103,1.79,0.1,0.303
100,260,4.812,180,103,8,0.2,-0.069
100,260,4.812,180,250,1.3,0.1,-0.072
100,260,4.812,180,250,1.3,0.2,0.137
100,260,4.812,180,250,1.79,0.1,-0.081
100,260,4.812,180,250,1.79,0.2,-0.044
100,260,4.812,180,250,6.62,0.1,0.1
100,260,4.812,180,250,6.62,0.2,0.01
100,260,4.812,180,250,8,0.1,-0.07
100,260,4.812,180,250,8,0.2,0.278
100,260,4.812,180,300,1.3,0.1,0.003
100,180,2.807,70,103,1.79,0.2,0.392
100,260,4.812,180,300,1.3,0.2,0.245
100,260,4.812,180,300,1.79,0.1,0.185
100,260,4.812,180,300,1.79,0.2,0.301
100,260,4.812,180,300,6.62,0.1,0.012
100,260,4.812,180,300,6.62,0.2,0.169
100,260,4.812,180,300,8,0.1,0.042
100,260,4.812,180,300,8,0.2,-0.06
100,260,4.812,180,70,1.3,0.1,-0.013
100,260,4.812,180,70,1.3,0.2,0.307
100,260,4.812,180,70,1.79,0.1,0.184
100,180,2.807,70,103,6.62,0.1,0.143
100,180,2.807,150,103,6.62,0.2,0.315
100,260,4.812,180,70,1.79,0.2,0.108
100,260,4.812,180,70,6.62,0.1,0.111
100,260,4.812,180,70,6.62,0.2,0.222
100,260,4.812,180,70,8,0.1,-0.048
100,260,4.812,180,70,8,0.2,0.282
100,260,4.812,70,103,1.3,0.1,-0.019
100,260,4.812,70,103,1.3,0.2,0.384
100,260,4.812,70,103,1.79,0.1,-0.06
100,260,4.812,70,103,1.79,0.2,0.361
100,260,4.812,70,103,6.62,0.1,0.148
100,180,2.807,70,103,6.62,0.2,0.367
100,260,4.812,70,103,6.62,0.2,0.417
100,260,4.812,70,103,8,0.1,-0.001
100,260,4.812,70,103,8,0.2,0.446
100,260,4.812,70,250,1.3,0.1,0.131
100,260,4.812,70,250,1.3,0.2,0.469
100,260,4.812,70,250,1.79,0.1,-0.061
100,260,4.812,70,250,1.79,0.2,0.287
100,260,4.812,70,250,6.62,0.1,0.15
100,260,4.812,70,250,6.62,0.2,0.343
100,260,4.812,70,250,8,0.1,-0.013
100,180,2.807,70,103,8,0.1,0.143
100,260,4.812,70,250,8,0.2,0.324
100,260,4.812,70,300,1.3,0.1,0.111
100,260,4.812,70,300,1.3,0.2,0.268
100,260,4.812,70,300,1.79,0.1,0.078
100,260,4.812,70,300,1.79,0.2,0.351
100,260,4.812,70,300,6.62,0.1,0.223
100,260,4.812,70,300,6.62,0.2,0.493
100,260,4.812,70,300,8,0.1,0.146
100,260,4.812,70,300,8,0.2,0.332
100,260,4.812,70,70,1.3,0.1,0.069
100,180,2.807,70,103,8,0.2,0.356
100,260,4.812,70,70,1.3,0.2,0.056
100,260,4.812,70,70,1.79,0.1,-0.023
100,260,4.812,70,70,1.79,0.2,0.331
100,260,4.812,70,70,6.62,0.1,0.038
100,260,4.812,70,70,6.62,0.2,0.434
100,260,4.812,70,70,8,0.1,0.191
100,260,4.812,70,70,8,0.2,0.344
100,260,4.812,90,103,1.3,0.1,0.242
100,260,4.812,90,103,1.3,0.2,0.391
100,260,4.812,90,103,1.79,0.1,0.236
100,180,2.807,70,250,1.3,0.1,0.27
100,260,4.812,90,103,1.79,0.2,0.588
100,260,4.812,90,103,6.62,0.1,0.214
100,260,4.812,90,103,6.62,0.2,0.408
100,260,4.812,90,103,8,0.1,0.263
100,260,4.812,90,103,8,0.2,0.427
100,260,4.812,90,250,1.3,0.1,0.421
100,260,4.812,90,250,1.3,0.2,0.571
100,260,4.812,90,250,1.79,0.1,0.244
100,260,4.812,90,250,1.79,0.2,0.144
100,260,4.812,90,250,6.62,0.1,0.29
100,180,2.807,70,250,1.3,0.2,0.4
100,260,4.812,90,250,6.62,0.2,0.445
100,260,4.812,90,250,8,0.1,0.239
100,260,4.812,90,250,8,0.2,0.489
100,260,4.812,90,300,1.3,0.1,0.283
100,260,4.812,90,300,1.3,0.2,0.398
100,260,4.812,90,300,1.79,0.1,0.189
100,260,4.812,90,300,1.79,0.2,0.42
100,260,4.812,90,300,6.62,0.1,0.247
100,260,4.812,90,300,6.62,0.2,0.487
100,260,4.812,90,300,8,0.1,0.227
100,180,2.807,70,250,1.79,0.1,0.228
100,260,4.812,90,300,8,0.2,0.495
100,260,4.812,90,70,1.3,0.1,0.279
100,260,4.812,90,70,1.3,0.2,0.515
100,260,4.812,90,70,1.79,0.1,0.242
100,260,4.812,90,70,1.79,0.2,0.359
100,260,4.812,90,70,6.62,0.1,0.255
100,260,4.812,90,70,6.62,0.2,0.388
100,260,4.812,90,70,8,0.1,0.111
100,260,4.812,90,70,8,0.2,0.382
100,340,2.807,150,103,1.3,0.1,0.381
100,180,2.807,70,250,1.79,0.2,0.453
100,340,2.807,150,103,1.3,0.2,0.522
100,340,2.807,150,103,1.79,0.1,0.445
100,340,2.807,150,103,1.79,0.2,0.256
100,340,2.807,150,103,6.62,0.1,0.369
100,340,2.807,150,103,6.62,0.2,0.368
100,340,2.807,150,103,8,0.1,0.381
100,340,2.807,150,103,8,0.2,0.631
100,340,2.807,150,250,1.3,0.1,0.409
100,340,2.807,150,250,1.3,0.2,0.516
100,340,2.807,150,250,1.79,0.1,0.406
100,180,2.807,70,250,6.62,0.1,0.137
100,340,2.807,150,250,1.79,0.2,0.537
100,340,2.807,150,250,6.62,0.1,0.3
100,340,2.807,150,250,6.62,0.2,0.548
100,340,2.807,150,250,8,0.1,0.462
100,340,2.807,150,250,8,0.2,0.457
100,340,2.807,150,300,1.3,0.1,0.337
100,340,2.807,150,300,1.3,0.2,0.533
100,340,2.807,150,300,1.79,0.1,0.429
100,340,2.807,150,300,1.79,0.2,0.553
100,340,2.807,150,300,6.62,0.1,0.403
100,180,2.807,70,250,6.62,0.2,0.474
100,340,2.807,150,300,6.62,0.2,0.522
100,340,2.807,150,300,8,0.1,0.365
100,340,2.807,150,300,8,0.2,0.293
100,340,2.807,150,70,1.3,0.1,0.258
100,340,2.807,150,70,1.3,0.2,0.523
100,340,2.807,150,70,1.79,0.1,0.392
100,340,2.807,150,70,1.79,0.2,0.519
100,340,2.807,150,70,6.62,0.1,0.362
100,340,2.807,150,70,6.62,0.2,0.513
100,340,2.807,150,70,8,0.1,0.438
100,180,2.807,70,250,8,0.1,0.325
100,180,2.807,150,103,8,0.1,0.23
100,340,2.807,150,70,8,0.2,0.503
100,340,2.807,180,103,1.3,0.1,0.147
100,340,2.807,180,103,1.3,0.2,0.223
100,340,2.807,180,103,1.79,0.1,0.062
100,340,2.807,180,103,1.79,0.2,0.29
100,340,2.807,180,103,6.62,0.1,0.169
100,340,2.807,180,103,6.62,0.2,0.228
100,340,2.807,180,103,8,0.1,0.063
100,340,2.807,180,103,8,0.2,0.292
100,340,2.807,180,250,1.3,0.1,0.111
100,180,2.807,70,250,8,0.2,0.232
100,340,2.807,180,250,1.3,0.2,0.24
100,340,2.807,180,250,1.79,0.1,0.156
100,340,2.807,180,250,1.79,0.2,0.29
100,340,2.807,180,250,6.62,0.1,0.152
100,340,2.807,180,250,6.62,0.2,0.271
100,340,2.807,180,250,8,0.1,0.126
100,340,2.807,180,250,8,0.2,0.213
100,340,2.807,180,300,1.3,0.1,0.177
100,340,2.807,180,300,1.3,0.2,0.23
100,340,2.807,180,300,1.79,0.1,0.238
100,180,2.807,70,300,1.3,0.1,0.236
100,340,2.807,180,300,1.79,0.2,0.426
100,340,2.807,180,300,6.62,0.1,0.037
100,340,2.807,180,300,6.62,0.2,0.385
100,340,2.807,180,300,8,0.1,0.03
100,340,2.807,180,300,8,0.2,0.326
100,340,2.807,180,70,1.3,0.1,0.204
100,340,2.807,180,70,1.3,0.2,0.308
100,340,2.807,180,70,1.79,0.1,0.227
100,340,2.807,180,70,1.79,0.2,0.197
100,340,2.807,180,70,6.62,0.1,0.002
100,180,2.807,70,300,1.3,0.2,0.343
100,340,2.807,180,70,6.62,0.2,0.129
100,340,2.807,180,70,8,0.1,0.074
100,340,2.807,180,70,8,0.2,0.272
100,340,2.807,70,103,1.3,0.1,0.326
100,340,2.807,70,103,1.3,0.2,0.402
100,340,2.807,70,103,1.79,0.1,0.161
100,340,2.807,70,103,1.79,0.2,0.454
100,340,2.807,70,103,6.62,0.1,0.28
100,340,2.807,70,103,6.62,0.2,0.447
100,340,2.807,70,103,8,0.1,0.14
100,180,2.807,70,300,1.79,0.1,0.041
100,340,2.807,70,103,8,0.2,0.274
100,340,2.807,70,250,1.3,0.1,0.125
100,340,2.807,70,250,1.3,0.2,0.373
100,340,2.807,70,250,1.79,0.1,0.073
100,340,2.807,70,250,1.79,0.2,0.452
100,340,2.807,70,250,6.62,0.1,0.204
100,340,2.807,70,250,6.62,0.2,0.47
100,340,2.807,70,250,8,0.1,0.258
100,340,2.807,70,250,8,0.2,0.433
100,340,2.807,70,300,1.3,0.1,0.236
100,180,2.807,70,300,1.79,0.2,0.353
100,340,2.807,70,300,1.3,0.2,0.243
100,340,2.807,70,300,1.79,0.1,0.3
100,340,2.807,70,300,1.79,0.2,0.388
100,340,2.807,70,300,6.62,0.1,0.061
100,340,2.807,70,300,6.62,0.2,0.33
100,340,2.807,70,300,8,0.1,0.292
100,340,2.807,70,300,8,0.2,0.419
100,340,2.807,70,70,1.3,0.1,0.218
100,340,2.807,70,70,1.3,0.2,0.387
100,340,2.807,70,70,1.79,0.1,0.069
100,180,2.807,70,300,6.62,0.1,0.235
100,340,2.807,70,70,1.79,0.2,0.407
100,340,2.807,70,70,6.62,0.1,0.122
100,340,2.807,70,70,6.62,0.2,0.362
100,340,2.807,70,70,8,0.1,0.14
100,340,2.807,70,70,8,0.2,0.332
100,340,2.807,90,103,1.3,0.1,0.39
100,340,2.807,90,103,1.3,0.2,0.559
100,340,2.807,90,103,1.79,0.1,0.365
100,340,2.807,90,103,1.79,0.2,0.522
100,340,2.807,90,103,6.62,0.1,0.448
100,180,2.807,70,300,6.62,0.2,0.217
100,340,2.807,90,103,6.62,0.2,0.535
100,340,2.807,90,103,8,0.1,0.339
100,340,2.807,90,103,8,0.2,0.291
100,340,2.807,90,250,1.3,0.1,0.435
100,340,2.807,90,250,1.3,0.2,0.559
100,340,2.807,90,250,1.79,0.1,0.426
100,340,2.807,90,250,1.79,0.2,0.612
100,340,2.807,90,250,6.62,0.1,0.351
100,340,2.807,90,250,6.62,0.2,0.559
100,340,2.807,90,250,8,0.1,0.403
100,180,2.807,70,300,8,0.1,0.002
100,340,2.807,90,250,8,0.2,0.592
100,340,2.807,90,300,1.3,0.1,0.336
100,340,2.807,90,300,1.3,0.2,0.522
100,340,2.807,90,300,1.79,0.1,0.244
100,340,2.807,90,300,1.79,0.2,0.474
100,340,2.807,90,300,6.62,0.1,0.328
100,340,2.807,90,300,6.62,0.2,0.4
100,340,2.807,90,300,8,0.1,0.34
100,340,2.807,90,300,8,0.2,0.536
100,340,2.807,90,70,1.3,0.1,0.288
100,180,2.807,70,300,8,0.2,0.314
100,340,2.807,90,70,1.3,0.2,0.416
100,340,2.807,90,70,1.79,0.1,0.307
100,340,2.807,90,70,1.79,0.2,0.526
100,340,2.807,90,70,6.62,0.1,0.37
100,340,2.807,90,70,6.62,0.2,0.49
100,340,2.807,90,70,8,0.1,0.193
100,340,2.807,90,70,8,0.2,0.548
100,340,3.88,150,103,1.3,0.1,0.381
100,340,3.88,150,103,1.3,0.2,0.54
100,340,3.88,150,103,1.79,0.1,0.403
100,180,2.807,70,70,1.3,0.1,0.157
100,180,2.807,150,103,8,0.2,0.377
100,340,3.88,150,103,1.79,0.2,0.532
100,340,3.88,150,103,6.62,0.1,0.362
100,340,3.88,150,103,6.62,0.2,0.512
100,340,3.88,150,103,8,0.1,0.335
100,340,3.88,150,103,8,0.2,0.417
100,340,3.88,150,250,1.3,0.1,0.455
100,340,3.88,150,250,1.3,0.2,0.561
100,340,3.88,150,250,1.79,0.1,0.408
100,340,3.88,150,250,1.79,0.2,0.559
100,340,3.88,150,250,6.62,0.1,0.434
100,180,2.807,70,70,1.3,0.2,0.246
100,340,3.88,150,250,6.62,0.2,0.466
100,340,3.88,150,250,8,0.1,0.473
100,340,3.88,150,250,8,0.2,0.404
100,340,3.88,150,300,1.3,0.1,0.39
100,340,3.88,150,300,1.3,0.2,0.418
100,340,3.88,150,300,1.79,0.1,0.368
100,340,3.88,150,300,1.79,0.2,0.519
100,340,3.88,150,300,6.62,0.1,0.403
100,340,3.88,150,300,6.62,0.2,0.274
100,340,3.88,150,300,8,0.1,0.416
100,180,2.807,70,70,1.79,0.1,0.036
100,340,3.88,150,300,8,0.2,0.492
100,340,3.88,150,70,1.3,0.1,0.397
100,340,3.88,150,70,1.3,0.2,0.552
100,340,3.88,150,70,1.79,0.1,0.361
100,340,3.88,150,70,1.79,0.2,0.507
100,340,3.88,150,70,6.62,0.1,0.396
100,340,3.88,150,70,6.62,0.2,0.501
100,340,3.88,150,70,8,0.1,0.327
100,340,3.88,150,70,8,0.2,0.494
100,340,3.88,180,103,1.3,0.1,0.134
100,180,2.807,70,70,1.79,0.2,0.303
100,340,3.88,180,103,1.3,0.2,0.207
100,340,3.88,180,103,1.79,0.1,0.002
100,340,3.88,180,103,1.79,0.2,0.208
100,340,3.88,180,103,6.62,0.1,0.044
100,340,3.88,180,103,6.62,0.2,0.253
100,340,3.88,180,103,8,0.1,0.133
100,340,3.88,180,103,8,0.2,0.152
100,340,3.88,180,250,1.3,0.1,0.026
100,340,3.88,180,250,1.3,0.2,0.226
100,340,3.88,180,250,1.79,0.1,0.077
100,180,2.807,70,70,6.62,0.1,0.014
100,340,3.88,180,250,1.79,0.2,0.291
100,340,3.88,180,250,6.62,0.1,0.034
100,340,3.88,180,250,6.62,0.2,0.264
100,340,3.88,180,250,8,0.1,0.244
100,340,3.88,180,250,8,0.2,0.195
100,340,3.88,180,300,1.3,0.1,0.147
100,340,3.88,180,300,1.3,0.2,0.298
100,340,3.88,180,300,1.79,0.1,0.26
100,340,3.88,180,300,1.79,0.2,0.347
100,340,3.88,180,300,6.62,0.1,0.027
100,180,2.807,70,70,6.62,0.2,0.245
100,340,3.88,180,300,6.62,0.2,0.243
100,340,3.88,180,300,8,0.1,0.053
100,340,3.88,180,300,8,0.2,0.385
100,340,3.88,180,70,1.3,0.1,0.111
100,340,3.88,180,70,1.3,0.2,0.346
100,340,3.88,180,70,1.79,0.1,0.029
100,340,3.88,180,70,1.79,0.2,0.295
100,340,3.88,180,70,6.62,0.1,0.087
100,340,3.88,180,70,6.62,0.2,0.075
100,340,3.88,180,70,8,0.1,0.107
100,180,2.807,70,70,8,0.1,0.133
100,340,3.88,180,70,8,0.2,0.296
100,340,3.88,70,103,1.3,0.1,0.26
100,340,3.88,70,103,1.3,0.2,0.49
100,340,3.88,70,103,1.79,0.1,0.262
100,340,3.88,70,103,1.79,0.2,0.518
100,340,3.88,70,103,6.62,0.1,0.021
100,340,3.88,70,103,6.62,0.2,0.194
100,340,3.88,70,103,8,0.1,0.323
100,340,3.88,70,103,8,0.2,0.452
100,340,3.88,70,250,1.3,0.1,0.226
100,180,2.807,70,70,8,0.2,0.124
100,340,3.88,70,250,1.3,0.2,0.535
100,340,3.88,70,250,1.79,0.1,0.197
100,340,3.88,70,250,1.79,0.2,0.476
100,340,3.88,70,250,6.62,0.1,0.113
100,340,3.88,70,250,6.62,0.2,0.276
100,340,3.88,70,250,8,0.1,0.205
100,340,3.88,70,250,8,0.2,0.495
100,340,3.88,70,300,1.3,0.1,0.375
100,340,3.88,70,300,1.3,0.2,0.398
100,340,3.88,70,300,1.79,0.1,0.142
100,180,2.807,90,103,1.3,0.1,0.347
100,340,3.88,70,300,1.79,0.2,0.229
100,340,3.88,70,300,6.62,0.1,0.171
100,340,3.88,70,300,6.62,0.2,0.285
100,340,3.88,70,300,8,0.1,0.125
100,340,3.88,70,300,8,0.2,0.44
100,340,3.88,70,70,1.3,0.1,0.214
100,340,3.88,70,70,1.3,0.2,0.275
100,340,3.88,70,70,1.79,0.1,0.235
100,340,3.88,70,70,1.79,0.2,0.44
100,340,3.88,70,70,6.62,0.1,0.006
100,180,2.807,90,103,1.3,0.2,0.354
100,340,3.88,70,70,6.62,0.2,0.347
100,340,3.88,70,70,8,0.1,0.37
100,340,3.88,70,70,8,0.2,0.249
100,340,3.88,90,103,1.3,0.1,0.401
100,340,3.88,90,103,1.3,0.2,0.503
100,340,3.88,90,103,1.79,0.1,0.412
100,340,3.88,90,103,1.79,0.2,0.505
100,340,3.88,90,103,6.62,0.1,0.377
100,340,3.88,90,103,6.62,0.2,0.385
100,340,3.88,90,103,8,0.1,0.442
100,180,2.807,90,103,1.79,0.1,0.302
100,180,2.807,150,250,1.3,0.1,0.248
